fullname,real_url
Ktura Kay,https://www.youtube.com/channel/UCNVYnWJQhKS_xA0u5pEcxfw
Forbidden Fruit,http://kamisaelbino.tumblr.com
Jazz,http://jasminenicholle.com
Blaq Hair Care,http://www.blaqhaircare.co.za
TC,http://Facebook.com/TRAVYONDUSHUN
Terri Suresh,http://www.anti-aging-bhrt.com/southlake/tx/76092/terri-suresh-np.html
Tayler Wade,http://www.taylerswade.com
Cool Air[?],https://instagram.com/cool.air/
Makeba Griffin,http://about.me/griffinmakeba
Jordyne Jude,http://allthatsnoir.blogspot.com
Seriously Natural,http://www.seriouslynatural.org
Ash Said It!,http://ashsaidit.com/
Powerpuff_boy,http://favstar.fm/users/clemdytan
Veronica  Barz,http://inbtweenthoughts.blogspot.com
Hair and Beauty Mart,http://www.hairandbeautymart.com
TIB TIB House of Tea,http://www.tibtib.com
Amena BelledeSoleil,http://www.styleseat.com/amenabelledesoleil
Adaeze Tula,http://TheCorkscrewCurlDallas.eventbrite.com
Jen Lawrence,http://www.jaelcustomdesigns.com/about
Winni Paul,http://www.winnipaul.com
Cherrelle,http://YouTube.com/user/ReallyRelle
Kink+Coil,http://www.kinkandcoil.com
NaturallyCreole onYT,http://www.naturallycreole.net
Marie ,http://bit.ly/1135xCw
Michelle,http://happilyevernatural.com
naturally smitten,http://www.naturallysmitten.com
Nikki,http://naturallyglambeauty.com
Tiffany D. Adams,http://tiffanydadams.squarespace.com
#hairbeautybuzz,http://www.facebook.com/hairbeautybuzz
 ii a miisi,http://instagram.com/thatssotabby
collegiatekid,http://numba1scum.com
D'aller Naturel,http://www.dallernaturel.com
TwentySix85,http://www.TwentySix85.com
 Bae -[] HARLEM!,http://ask.fm/BadBaeBee
Sista Secrets,http://www.officialsistasecrets.com/
Mrs Johnson,http://www.sweepingthroughlife.blogspot.com
Shea Stylez(c),http://stylezsession.tumblr.com
Ebony,http://www.instagram.com/blxssfulbites
Kina,http://naturalsista7blog.wordpress.com
Brooke Loko,https://www.facebook.com/ShowerInGlitter
almost LEGAL[?],http://theesuperlover.tumblr.com
J E S S I C A ,http://www.youtube.com/user/DollCiara09/videos
Sherelle,http://www.caramelconversations.com
NATURA MAGAZINE USA,http://naturamagazineusa.com
Color Me Cosmic,http://8tracks.com/cosmic_coco
Vivian,http://www.youtube.com/user/annettemint
Tiki B,http://naturalsbytikib.com
natural ,http://www.fashioncurlss.com
Melissa Tippie,http://facebook.com/melissa.tippie
K.R. Brumfield,http://www.dropflabwithkw.weebly.com
Ell3n.G.I #BEATS,http://soundcloud.com/ell3n_G_Imusic
Michael Joe,http://www.mjtunes.com/modules/xoopstube/singlevideo.php?cid=65&lid=457
realGas Amiri,http://www.amiribansara.com
Chaunte' July 29th,http://www.facebook.com/babygirlcobb
FineNatralHairNFaith,http://finenaturalhairandfaith.com
OurKinksRCurls,http://www.Ourkinksrcurls.com
Viola Constance,http://ViolaConstance.com
Roots & Culture Show,http://www.happygonappy.com
Laney,http://www.shortywithacurl.blogspot.ca
Kayla velez-smith,http://www.facebook.com/kaylavelez-smith
Finest Secret,http://www.finestsecret.com
Double Take,https://www.youtube.com/channel/UCToiby8qV9QjLAKSuGWszRg
IG: g0ddest,http://Instagram.com/g0ddest
Petty Patty(tm),http://Instagram.com/danyielle__
savvybrown,http://www.savvybrown.com
Keli,http://www.keli-b.com
itsmeladyg,https://www.youtube.com/user/itsmeladyg
Miss Jennipher(tm),http://YouTube.com/missjennipher
enphinity,http://youtu.be/2WkFYP0IBag
coily tish,http://www.coilybynature.com
Gavanne,http://www.vanncosmetics.com
char ,http://kanye-versus-critics.tumblr.com
Kristina Kramer,http://vk.com/kristina_kita
Anuj Mishra,http://www.facebook.com/d2h.bbk
Lyrebird Food Store,http://lyrebirdfoodstore.com.au/
Siddharth Dev,http://salmanbhairocks.yolasite.com
Nadine,http://www.youtube.com/forevernadine
Candace Merritt,http://about.me/candacemerritt
Gulf Coast Naturals,http://www.gulfcoastnaturals.org
YahBony,http://www.yahbony.webs.com
Keiota Studio,http://www.keiotastudio.com
Herbal Rootz,http://herbalrootz.com
Kyra's Shea Medleys,http://www.KyraSheaMedleys.com
Medina lmdyn@ lmnw,http://Instagram.com/MedinasMum
Lyrical Jedi,http://www.thewhitelilyspeaks.wordpress.com
JDColeVintageCloset ,https://www.etsy.com/shop/JDColeVintageCloset
Nature's Farm O.O&C ,https://www.facebook.com/pages/Natures-Farm-Organic-Oils-Cosmetics/1573468092927284
SankofaVideoBks&Cafe,http://sankofa.com
Denise Nicole,http://www.hopeandhighheels.com
Chris Carter,http://ihelpsalons.com
Taitiana Glaze,http://taitianaglaze.scentsy.us
Blackberry Naturals(tm),http://www.blackberrynaturals.com
BLVCK,http://ask.fm/Dumebi_A
Natural is us,http://Facebook.com/naturalisus
Shykila F,http://www.shykilaf.com
geekygirlsjournal,http://www.geekygirlsjournal.com
Carolyn Jackson,http://www.caribtots2teens.com
"HOLYWOOD, INC.",http://www.holywoodinc.com
Fera Bera,http://etsy.com/shop/FeraBera
KyrocheBeautySupplie,http://www.kyrochebeautysupplies.com
Nala X,https://soundcloud.com/truewordsspoken/sets/podcast
Renee Wilson,http://facebook.com/onenaturalshorty
PatDowArt ,http://Patdowart.com
RJ,http://www.kbghf.com
Trisha Bell,https://www.facebook.com/rockdabells
Gen Jones,http://gvsol.webs.com/
hairogance,http://www.hairogance.com
Rhabie Mhensdrink,http://www.twitter.com/gudgalrhabie
The Talk Bracelet,http://www.thetalkbracelet.com
David G griffiths,http://bit.ly/1CrdebQ
EbonyPeace,http://www.beautysojourn.com
Ash Said It!,http://www.ashsaidit.com
NuSkinGoals,http://nuskingoals.wordpress.com
Victoria,https://victoriagiggles.wordpress.com/
LeLe ,http://www.linkedin.com/pub/lelebrigitar-masalesa/34/6a9/b5
ChelsYves,http://HairbyHaloinc.com
Ronesia Barrs,http://www.facebook.com/ronesiabarrshair
Quezz[?],http://instagram.com/iamzanquess
Camesha V ,http://cameshavictoria.tumblr.com
Kristal Latasha[?],http://www.youniquepresenter.com/qweenlashes
Keeva[?],http://www.ucouldntcmewith6is.com
jendziura,http://www.getbullish.com
Malachite + Elephant,http://malachite-elephant.com
Natures Natural Hair,http://naturesnaturalhair.blogspot.co.uk/?m=0
eastcoastcurls ,https://eastcoastcurls.wordpress.com/
Ayur Batch of Nature,http://www.ayursbatchofnature.com
BeautifulMind,http://www.mindfulgoddess.simplesite.com
AikoCreates,https://www.etsy.com/shop/AikoCreates
Gwyn C. Rodriguez,http://twiter.com
Mrs. Dani J,http://www.instagram.com/rikki_danielle
Creative Illusion,http://creative1llusion.wordpress.com
Vanity Virgo,http://facebook.com/vanityvirgo433
Tonya Hall,http://320girl.com
Nature's Essence ,http://www.neaessentials.com
Aneesah Rashada ,http://www.epxbody.com/simplyhealthy
Danielle Barnes,http://www.facebook.com/chinadoll730
Tiffany {UNSCRIPTED},http://instagram.com/tiffanyunscripted
Lauren Yvonne,http://google.com/+LaurenYvonneWhite
Toni Crowell ,http://www.youtube.com/user/MsIllustriousOne?sub_confirmation=1
Monique Williams,http://iamguyanese.tumblr.com/
Jada ,http://jadathepoet.blogspot.com
Ayeko.,http://www.thatblabberingidiot.wordpress.com
NaturalAnnie,http://www.naturalannieessentials.com
Kar,http://www.youtube.com/callmekar023
Make up by Portia,http://www.thriftybeautician.blogspot.com
BEYONSHAY,http://www.igotmyedges.com
Alesia,http://www.alesiamichelle.com
 SNOWSPICE ,http://www.snowspice.mayvenn.com
Harold W Nelson,https://youtu.be/pgp4KIkWgl4
mishiyurin,https://itunes.apple.com/br/album/cool-for-the-summer-single/id1012883428?l=en&app=itunes
NaturalHairAuthor,http://www.kvictoriachase.com
'jnby,http://relaxedpsycho.tumblr.com
MrsHairToday,http://www.youtube.com/user/MrsHairToday
Fabcurlystraighthair,http://fabcurlystraighthair.com
Nedjetti Harvey,http://Nedjetti.com
Susie Y. Carmichael,http://perfectlyimperfectdiva.blogspot.com/
Jen[?],http://bit.ly/1OOUJ6Q
LING-LING,http://travpgawdesss.tumblr.com/
NiaKnowsHair,http://www.youtube.com/user/NiaKnowsBlackHair
Bree,http://www.politicalnomics.wordpress.com
NitramCommunications,http://www.nitramcomm.com
Arella Swan,http://www.sweetheartswan.com
Lia Glomez,http://ask.fm/JewelryLife
Gabby,http://youtu.be/71FEXgNJqjU
Africa Kenyah,http://instagram.com/africakenyah
"Peggy Arthur, MBA",http://www.trulynaturalboutique.com
Melody Kewl,http://www.beingmelody.com
iAmShe,https://www.facebook.com/Cr3at1v1ty/notes
Melanin Monroe ,http://ask.fm/tattianaB
Nicole M. Young,http://cocosculturecorner.blogspot.com/
Phenomenal ,http://www.onlynianaomi.wix.com/niaistalking
Dear Naturalista,http://dearnaturalista.com
Katina,http://soulofanamethyst.blogspot.com
Nerdstradamus,http://AsiaAnekaWrites.blogspot.com
NADEJ BAILEY,http://www.nadejbailey.com
Queen B,http://www.savedwithclass.com
Ele.,http://mayaadele.vsco.co
BonnieLove,https://www.etsy.com/shop/BonnieLoveBoutique
Yolanda,http://m.youtube.com/user/YolandaasY
Patricia Jackson,https://patriciajackson00.wordpress.com/
Cardyn Brooks,http://Chocomots.blogspot.com
toriimani,http://tokyoterrorart.tumblr.com
A Che' & Shaunic,http://www.browngirlsstyle.com
#GETTRIGGARELOADED,http://treysongz.com/aboutyou
Brittany Inge,http://www.brittanyinge.com
Breezy Tee,http://www.breezytee.com
Natural Hair Goddess,http://MindingMyDamnBusiness.com
B Poppins,http://bpoppins.tumblr.com
LaDawn Black,http://www.ladawnblack.com
Women's Venture Fund,http://www.womensventurefund.org
Hair Me Knot,http://hairmeknot.blogspot.ca
Black Haircut,http://www.black-haircut.com/
Vanny Kurniawan,https://www.facebook.com/vanny.wijaya.52
Kevin Hardono,http://www.arsenal.com
AM,http://ailsaaam.blogspot.com
Feby Aulia Hasanah,https://www.facebook.com/fmtkgirlz
Haikal Rizki,http://ask.fm/Ekal_Rizki
"Andika, Cahya Riza",https://bukankisahftv.wordpress.com
Betty Septya,http://twiends.com/bett_yks
Grizel Intan tibet,http://ask.fm/IntanTibet
camelosroman,http://kesehatandoctor.blogspot.com
baby wrap hanaroo,http://Babywraph.wix.com/babywrap
artamarisa,http://artamarisa.blogspot.com
virza,http://virza02.blogspot.com
Anang Rasdan,http://www.facebook.com/Anang.Fiversrockers/
Yusrizam,http://www.facebook.com/ijam.yus
jani161,http://Fiverr.com/jani161
Facecutes,https://www.facecutes.com/
siHAPPY.com,http://www.siHAPPY.com
Fatah R Fahim R,http://facebook.com/fatah.rf
Yoza Batik,http://twiends.com/yozacorza
Rajdeep,http://www.facebook.com/modi.rajdeep
Tashena Gonzales,http://Stayingleaninoaklandcounty.blogspot.com
Bethany Dawn Soap Co,http://www.etsy.com/shop/bethanydawnsoapco
Mbali Ntoyi,http://facebook.com/nonhlanhlalindiwe.ntoyi
Pt,http://www.purchase.tips
TheCrayonInitiative,http://www.thecrayoninitiative.org
Erika Randolph ,http://www.wix.com/deska930/erikaannmarie
Deja,https://instagram.com/locdkinkycurly/
LA'Raine,https://soundcloud.com/la_raine
Secretly Healthy,http://www.secretlyhealthy.com
Katrina Pavela,http://katrinapavela.tumblr.com/notes
Su'nefferti ,http://desiraesunvmi.carbonmade.com
kee,http://cgambitchno.tumblr.com
AW,http://ashleewith2es.com
godisfrom.com,http://www.godisfrom.com
Queen Vee,http://youtube.com/valencia23ish
Von,http://www.manic-vanity.com
shamzmakeupArtistry,https://www.youtube.com/user/shamragu82
Inspiration,http://www.LocsNCutz.com
Sola Onitiri,http://www.lifestonedadventures.com
Family Fun PA,http://www.familyfunpa.com
James Mwangi Ceo,http://jamesmwangiceo.wordpress.com/
Nomcy KoningO.O,http://www.facebook.com/nomcy.koning
S H I.,http://Fuckery.com
Arica,http://instagram.com/cluelesstink
IG: ItzRockzWorld,http://www.ItzRockzWorld.com
Ashley.,https://www.youtube.com/channel/UCjLpbXj2ghCacqFOmJw5-4A
JonesHousePublishing,http://www.joneshousepublishing.com
DivaliciousMommy,https://youtu.be/bFNIXHWmGd8
it's my mf birthday ,http://everythinggoldenang.tumblr.com
T. H.,http://Instagram.com/_taylarmichelle
Cameron Shackleford,http://ask.fm/Cameronshack
Tay (;,http://ask.fm/iyamtaylor
Petty Mayonnaise.,http://www.dementorkissmycooch.tumblr.com/
SHENARSHIA COAR,http://www.tracilynnjewelry.net/shenarshiacoar
the feather tattoo,http://terrencethegoat.com
feelin' on ya booty,http://www.facebook.com/profile.php?id=1579764927&ref=profile
kae,http://instagram.com/andimkaee
sot ddurx buop shi zhyrx syr,http://www.IllKidnapYoMom.com
Power of Perception ,http://www.blogtalkradio.com/powerofperceptionradio
GirlzvsBoyz,http://www.girlzvsboyz.com/
Masetha Serakoana,http://www.funama.co.za
Rank Your Pins,http://www.rankyourpins.com
Derica Booker,https://www.facebook.com/iamdbook
ImGrammyRose,http://imgrammyrose.blogspot.com
Elise ,http://instagram.com/lizvettefashions
Stacia,http://twelvepercentmedia.com
DCS Hair&Beauty,https://www.facebook.com/DCSHair/info?tab=overview
Ole Bijoux,https://www.etsy.com/shop/OleBijoux
degBlacqueBangzdeg,http://ask.fm/xxxxx_dee
Marcia Clarke,http://www.at-your-service.co.uk/blog
SolarLanterns4 Sale ,http://www.konga.com/k-tech-solar-lantern-1481981
Nesha Nowles,http://www.facebook.com/242BlqRze
CSUSB Sisterhood,http://saascsusb.weebly.com
Jessica,http://no-you-didnt.tumblr.com/
CTRLBeauty,http://www.ctrlbeauty.com
BassHitter(r),http://basshitter.com
naturally arie,https://youtu.be/Q1BAKtv6hw8
Senica says...,http://www.senicanaturals.com/about
Kelleigh Reilly,https://www.goodreads.com/user/show/32596095-kelleigh
Crista Strachan,http://www.bahamianista.com
goodlookonline,http://www.goodlookonline.com
Minaj,http://www.urDadsHouse.com
Shabazz PatioKitchen,http://makidcabarete.com
Adornment365 Salon,http://www.adornment365.com
Bella Chance ,http://onyxandivory.com
Bari,http://juhberry.wordpress.com
Art Plug,http://www.modelmayhem.com/3422561
Skinn Tea with M.D,http://www.totallifechanges.com/madunlap
Asia,http://instagram.com/aaasiiaaaa
June 21st ,http://www.linkedin.com/pub/lakeisha-skinner/67/258/12/
LaNese Claibourn ,https://laneseclaibourn.beautycounter.com/Home
Katia Roe.,https://youtu.be/yiI2v3VOToc
Creisson Soni,http://oonp.wordpress.com
Rapping Skills,http://bit.ly/1C0prpv
Lia | Garconne Noir,http://LaGarconneNoir.wordpress.com
Hairconomics,http://hairconomics.com/
June ,https://www.etsy.com/shop/LilyLadys
Sensible Stylista,http://www.sensiblestylista.com
Talawn,http://www.UrbanMatchInc.com
Inya Hair,http://www.inyahair.com
Djwaidah,http://instagram.com/xo_foreverx3
DalleChristy,http://WWW.ZEVMEDIA.COM
Teresa Cook,http://www.etsy.com/shop/DiscoverMe
minatory,http://menacetomedia.tumblr.com
t.key,http://totallifechanges.com/newhealthyway
#ThriveHiphop,http://comingsoon.inspireculture.net
Dave,http://facebook.com/Vista.david.molifi
Two 80 ,https://www.youtube.com/user/Two80studio/feedo80studio/videos
InspiredBeauty,http://www.iminspiredbeauty.com
Shelley  ,http://www.instagram.com/shellsternyc
honeykokaine mlk@,http://www.instagram.com/honey___kokaine
Beautifly  Pure,http://www.beautiflypure.com
Rosha.,http://www.youtube.com/baddgyalbreezy
Regina George,http://www.YouTube.com/MaciAngele
Not Your Bae ,http://www.youtube.com/kiratorrey09
Aj,http://Www.scrubnaked.com
Lifestyle Dish,https://www.youtube.com/channel/UC-faRLQ_B27iVxSIah5y02w
Cheryl Booker ,http://www.shareganolife.com/cafe1
Zephyr Salon & Wines,https://www.facebook.com/zephyrwinespa
Mogul18 Magazine,http://Mogul18Magazine.com
"Tiffany deSilva, MSW",http://www.brightfireliving.com
Beauty and Melody ,http://www.beautyandmelody.co.uk
Dr Hettie,http://hettie0003.wordpress.com
Wilds,http://wildsongwriter.com
TheClosetConsultant,http://theclosetconsultant.net
David Cortese,http://www.david-cortese.com
IG kidz_dope,http://thathit.com
Ava Brown Author,http://www.avabrown.org
Smceach660,http://www.5linx.net/childcare.com
Luther Young,http://www.lutheryoung.com
loretta McDonald,http://lorettaonline.blogspot.com
Destind Hair,http://www.iaccessorizeboutique.com
Nana Akua,http://www.ladyXsize.com
Natural Fantastic,http://naturalfantastic.com
Traci L. Turner,http://www.tracilturner.com
Mackenzie Gainey,http://www.mackenziegainey.com
Olumuyiwa ,http://manutd.com
PinUpGirlBeauty,http://pinupgirlbeauty.wordpress.com
Bekura Beauty,http://bekurabeauty.com
freudeline st jean,http://www.fushimi.luxuryhairdirect.com
shavairenne,http://instagram.com/shavai.renne
Whiiteboy,http://www.datpiff.com/Whiiteboy-Whiite-Power-mixtape.688529.html
Dee Drenning,https://www.facebook.com/itsnothoopus
Catrell Anderson,http://themeonnblog.wordpress.com
Saminah,https://www.youtube.com/channel/UCX8m7LBWj9CE41PetTRGWRg
TerriVeryCapable(tm),http://terriverycapable.wordpress.com/
Maritza Estridge,http://google.com/+MaritzaEstridge
Banking Your Way!,http://bankreferralcoupon.com
Colors of Africa,https://www.facebook.com/anointeddesignbycynthia
FreshGoddess.com(tm),http://www.freshgoddess.com
Quan Kiyawna(tm),http://soundcloud.com/QuanKiyawna
Javannah Paris,http://www.javannahparis.com/
Chauntelle Lewis,http://cjnlewis.co.uk
creativecomplexity,http://youtube.com/creativecomplexity4
 ,http://brwn-god.tumblr.com/
The Dinner Table Doc,http://www.thedinnertabledoc.com
Jessica Tiller,http://www.facebook.com/JessicaCTiller
thatgirlnyny,https://m.youtube.com/peacelovenyny
D'Asia+,http://weheartit.com/prettiidopeee
Latoya Elnora,http://www.latoyaelnora.com
Ashley ,http://jw.org
Tiffany Nichole,http://instagram.com/TNichole_mua
Ike'sSilkyHairSalon,http://www.facebook.com/ikessalon
Akua Blue ,https://soundcloud.com/naima-akua-barker
Crystal Lynn Naquin,https://instagram.com/p/4SM_SJlv-0/
Infinite Marketing,http://www.infinitemarketing.info
Imaei ,http://www.goodreads.com/Peacekeeper
Little Ms. Clicker,http://twiends.com/littlemsclicker
gwendolyn davidson,http://northanger.livejournal.com/464837.html
Jim Hudson Toyota,http://www.jimhudsontoyota.com/
Honest Hairloss Help,http://honesthairlosshelp.com
Naturals in the Sun,http://www.youtube.com/naturalsinthesun
Chris - Posts Deals,http://udealu.com
S.Turner LYRICAL Exp,https://www.facebook.com/songsonglyricalsharminexpression
Queen Dee,http://pettyqueen.org
Neshao Inspo,http://thequarterbag.com
NaturallyHairAboutU,https://www.youtube.com/channel/UC98_IKPBbPOxvUuHKyM5v5A
Diamond Duncan,http://alternativemedicinebushdoctor.blogspot.com/
IG: TheHairnistaDiva,http://www.facebook.com/TheHairnistaDiva
drem,http://www.deepstuffrecords.com
Young*Gifted*Black ,http://www.youtube.com/channel/UC9Rg-oeAxe7TRX_S3m1J4ZA?feature=watch
IG: sinful_jontai,http://SoundCloud.com/younggokubeats
Chivon R. Prabhakar,http://www.SKOHair.com
princess petty.,http://ask.fm/TiffTooThick
jasmine,http://instagram.com/lovee_jds
Atlanta blogger,http://bhive.ca/network
Ife Ward ,http://about.me/wardifedayo
Katie,http://favstar.fm/users/cariad_katie
Keeya Waldon,http://futurewifeblog.wordpress.com
Verified LEGACYfied,http://www.legacyfied.com
Amani Baker,http://instagram.com/amanibaker
Imani Anansa,http://hiphopandcurlyhair.tumblr.com/
Go Go Gadget Dazzi,http://touchofdaz.com
Matt W,http://www.youtube.com/user/Buck9GwopGetter?feature=mhum
Marisa,http://www.everybodyhatesris.com
TRedd,http://www.marykay.com/treddick3
thatgirl,http://blackhippychick.wordpress.com
Lala,http://ImAwesome.org
Hip Hop Marijuana,http://Pinterest.com/HipHopChronic
k$,http://drizzysbaby.tumblr.com
iNFINITE .,http://www.youtube.com/KenArin
Queen,http://dionnebrown.tumblr.com
valerie..,http://ask.fm/breonnaSanceria_
Courtroom_drama,http://goo.gl/O0ylAI
Elana Pruitt,http://www.goodgirlgoneshopping.com
astoldbybrie.,http://thestoryofacoolkid.tumblr.com
Nikki Domenikue,https://www.youtube.com/watch?v=vPtoLLInjTw
SajasBeauty,http://www.sajasbeauty.com
Marcia Adams,http://www.WorldLatinStar.com
The Makeup Junkie,http://Fancieland.com
Paula Whitelocke,http://www.curlyhairdesigns.com
It's Amanda Bae!! ,http://www.justleaveitalltome.com
You know me?,http://www.instagram.com/trenhouston
marquita briggs,http://www.twisththetwist.com
APRIL,http://pict-twiter.com/1894840-8843472
Taye Diggs,https://instagram.com/tayediggsinsta
Daddy.Kayx2,http://www.instagram.com/Daddy.Kayx2
FMB Malawi,http://www.fmbmalawi.com/
TheHolyMecca,http://Instagram.com/GETmaniii
Brookie ,http://ask.fm/Twelve18Eleven
rin--rix,https://twitter.com/positivebuny/status/613018794580029440
Nina Hibbler-Webster,http://youtu.be/fOmb9ibA_us
50 SHADES OF BAEKING,http://itsthesituation.wordpress.com
Michal ,http://uniquelyloves.tumblr.com
RiPPa,http://rippdemup.com/
ash,http://soundcloud.com/ashleydee-1
Helene Mc Donald,http://osbiebeauty.com
51615,http://www.facebook.com/Nadiaa.Tamiahh
Ms. Rosie,http://www.Youtube.com/rlinzy
Ezinne,http://www.mytrendybuzz.com
Slightly_Bizarre,http://www.styleseat.com/zanaehrogers
Mia Rawls,http://miaclaire.wix.com/miaclaire
Temmy,http://www.thenubianwoman.co.uk
Khondwani July 25th,http://tr.im/64AcB
urbanbeautywithin,https://youtu.be/BZMz2XhEV8w
Gloria Ann,http://www.youtube.com/gloriaanntv
Fatimah (Dp),http://about.me/authorfatimah
William Jackson,http://MyQuestToTeach.WordPress.com
Sondra Motton,http://www.youtube.com/user/sonnimotton
tso ,http://lowkeykhrisb.tumblr.com/
Love in excess,http://nicknotnikki.com
HairBoutique.com,http://www.hairboutique.com
nieartiedzdz iasmae+iC/,http://idonotfuckwityouniggas.com
KriSSy,http://beautyisperfectlyimperfect.tumblr.com/
Chef Shane Michaels,http://chefshanemichaels.com
HeartMamaVI,http://www.heartmamavi.com
Ri,http://Instagram.com/NzuriUpendo
Jay,https://www.youtube.com/watch?v=dEjRIfhGlFo
Erica Campbell,http://Facebook.com/campbellpoohbear
Arlene Dowden,http://beauty412.com
Cakemania,http://diamondd-dust.tumblr.com
BostonNewzer!!,http://Boston.gov
Lieryn Johnson,http://lierynjohnson.wordpress.com
m[?]oe m[?]oney,http://www.facebook.com/elmoestulla
$nob[?][?]ob,http://www.SmackYoHoe.com
j o l i e .brune,http://ask.fm/iplay_bonnie
SoldierGirl,http://www.youtube.com/user/SouljaGyrl101?feature=mhee
Lisa(Vegan/Wellness),http://lisa254.blogspot.com/
Joanne,http://consultjoanne.com/
jsmn,http://jsmnmarie.blogspot.com
Isaiah Fapuro,https://instagram.com/izzyflosesit/
Just Because Salon,http://www.justbecausehairtherapysalon.com
#DanceNowCryLater,http://www.youtube.com/tarayjah11
Keva,https://www.instagram.com/kevachauntay
Shawn,http://cantidream.tumblr.com/
Buttercup ,http://artsandafrica.com
Ngozi Sherry,https://www.facebook.com/photo.php?fbid=10155240264175580&set=a.10150297957430580.539721.835505579&t
It's Khamm,http://www.khammentertainment.com
Baby Face Jaye,https://soundcloud.com/iamjan3do3
Dorothy George,http://www.d.a.george.portfoliobox.me
Weaveologist13,http://www.styleseat.com/WEAVEOLOGIST13
Shirley Gordon ,http://strandsstudios.com
MobileRecharge.com,http://MobileRecharge.com
Vegan Vegetarian,http://veganvegetaria.eu.pn
Jacquie Bird,http://www.silkwirejewelry.com
ERICOJORDAN ,http://www.facebook.com/ericojordan
Karin,http://www.thiswifebakes.com
Destiny C.,http://www.youtube.com/allofdestiny
Audrey,http://queen0tf.tumblr.com
#iSmokeWeave,http://www.styleseat.com/ebdastylist
Jasmine Cope Chisolm,http://www.jasminecope-chisolm.keyes.com
Nicole,http://www.modelmayhem.com/1904564
Configa,http://youtu.be/vRHbGW9C4-M
Jasmine Smith,http://jasminesmithco.com
dianna&moo,http://www.diannamoo.com
Eli Cripps,http://thisiseli.co.uk
Dyme,http://fulfillingmydreams007.blogspot.com
Stephanie,http://www.styleseat.com/beautibar
Lovable Friends,http://www.lovable-friends.com/
Melissa Styles,http://www.facebook.com/missymyhair
G.B.E,http://www.globalblackenterprises.com/signup_volunteers/Natasha.Noordzij.1074
October'sFinest,http://www.instagram.com/kay_amoy
Evan Joseph,http://www.EvanJosephSalon.com
tiff&coco,http://tiffandcoco.com
Leaundra  Ross,http://www.facebook.com/voraciousreader
Liz B. Taylor,http://www.lizbtaylor.com
Rachel Potter.,http://pragmatic-s0ul.tumblr.com/
Sara Benincasa,http://www.sarabenincasa.com
black butterfly[?],http://stopfuckingkillingus.com
XayLiBarclay,http://www.tokendreadgirl.com
Akumu Fiona ,http://www.aishaglobal.com
23-Jul,https://www.collegexpress.com/reg/ref/d32bittct1swvaknmkrqu2ls1/
Nobody ,http://crayosha.bigcartel.com/
Kayla Myers,http://theherofmystory.wordpress.com/
4Styler,http://www.4styler.com
Setsuna F. Seiei,https://soundcloud.com/anubissounds/sets/brahma-kamalam-ep
Dazhane Fisher,http://www.youtube.com/uniquelydazhane
Lauren a*k*a Lo,http://www.crownsncurls.com
Chassity S Wells,http://eyeamm.com
Melanin God,http://pecantanbrown.tumblr.com/
D'Shaunte,http://www.dressbeyond.com
Toppik UK,http://www.boots.com/en/Boots-Brands-A-to-Z/Toppik/
Gabby,http://Instagram.com/Recklesslygabby
Jamie Dixon,http://blackgirlsguidetocalm.com
Kimberly DeLande,http://www.kimberlydelande.com
Kaylyn Riley,http://www.youngsophisticated.blogspot.com
Jesenia Montanez,http://thelatinahomemaker.com
Dreamcaps,http://www.mydreamcaps.com
Ms. Naturalness,https://www.youtube.com/watch?v=SyfeGfx1iUQ
amysellu,https://www.facebook.com/AmySelluModel?ref=hl
TheAllenLewisAgency,http://Theallenlewisagency.com
Jammilah D-K,http://ask.fm/SavedByLove_
Morgan Richardson,http://www.linkedin.com/in/morganrichardson2013
TWms,http://www.rwcwealth.com
Gillian Joseph,http://www.evolving-path.com
PurposePowerStrength,http://www.deangelomccoy.com
Nyeesha D. Williams,http://www.nyeeshawilliams.com
Tamika Hall,http://www.tamikahall.com
Danielle Kristine,http://www.vundablog.com
Ahj,http://about.me/aahhjj
Nicole Alexandria,http://NicoleAphillip.tumblr.com
Miss Butter,https://youtu.be/iTSVFSTTBlI
Skywalker Payne,http://skywalkerstorytellerworks.com
ZOMZI LOVE,https://m.facebook.com/zomzi.love?__user=555016114
Align Beauty,http://alignbeauty.com
Demian Legg,http://demianlegg.com
Life by Design,http://www.LifebyDesignOnline.org
Cla-rish-uh,http://ohcae211.wordpress.com
Qualah,http://www.Qualah.com
Robin Sjoblom,http://www.southern-curl.com
TheTaviaRose,http://www.979PhotoandDesign.com
Senkay ,http://www.senkayhair.com
Kinky_4_days,https://farm8.staticflickr.com/7344/13903752734_580f6b2df5_o_d.jpg
C'Airra Donya',http://www.facebook.com/C'AirraBlackkBeautyyHicks
Heathcliff ,http://www.HollywoodDesigns.net
Dawn K Smith,http://www.youtube.com/user/smith72907
Da BEATNIK,https://soundcloud.com/dabeatnik
koko j,http://www.donationto.com/Help-Naomi-Battle-Leukemia
BrownSugar,http://lovedayja.tumblr.com
Kesi Speaks,http://www.kesispeaks.com
Sheena Knight,http://about.me/knightsheena
Jocelyn Zamora,https://twitter.com/safety/unsafe_link_warning?unsafe_link=http%3A%2F%2Fkazantakipci.com%2Fref.php%3FRef%3DUsachan321
Kpandi,http://www.ask.fm/lefme
Emily Eaglin,http://emilyeaglin.com
Lover of the Bayou,http://bhive.ca/network
ig: iAmGunzAndRoses ,http://www.kottynkandimouth.tumblr.com
